"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000009638,인창중학교,중학교,1996-01-13,공립,본교,운영,경기도 구리시 인창동 669-2,경기도 구리시 건원대로34번길 118,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.60651492,127.14640635,2021-09-15
B000004771,지현초등학교,초등학교,1966-09-01,공립,본교,운영,경기도 포천시 화현면 지현리 279-6,경기도 포천시 화현면 봉화로 926-9,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2021-07-05,37.929065223,127.26545776,2021-09-15
B000004510,대화초등학교,초등학교,1952-09-23,공립,본교,운영,경기도 고양시 일산서구 대화동 1643,경기도 고양시 일산서구 송포로 50,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.671570893,126.7323693,2021-09-15
B000003580,영화초등학교,초등학교,2004-03-01,공립,본교,운영,울산광역시 울주군 언양읍 서부리 291-10,울산광역시 울주군 언양읍 방천9길 33,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.567218091,129.11577169,2021-09-15
B000024682,여울초등학교,초등학교,2021-03-01,공립,본교,운영,경기도 화성시 오산동 987,"경기도 화성시 동탄감배산로 95, 여울초등학교 (오산동)",7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2021-07-05,37.19497805,127.0889469,2021-09-15
B000012685,화수고등학교,고등학교,1996-01-13,공립,본교,운영,경기도 고양시 덕양구 화정동 854,경기도 고양시 덕양구 화수로 51,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.645069073,126.8361544,2021-09-15
B000009275,부안중학교,중학교,1994-03-01,공립,본교,운영,경기도 안양시 동안구 관양동 1588-5,경기도 안양시 동안구 달안로 170,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2021-07-05,37.39909518,126.96062592,2021-09-15
B000007600,인평초등학교,초등학교,1972-08-24,공립,본교,운영,경상남도 통영시 인평동 333-2,경상남도 통영시 평인일주로 91-1,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2021-07-05,34.842427285,128.39478798,2021-09-15
B000024299,나성초등학교,초등학교,2021-05-01,공립,본교,운영,세종특별자치시 나성동 298-6,세종특별자치시 갈매로 294 나성초등학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2021-07-05,36.48994821,127.2642504,2021-09-15
B000002880,대구남송초등학교,초등학교,1985-12-20,공립,본교,운영,대구광역시 달서구 본동 275-1,대구광역시 달서구 송현로 192,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2021-07-05,35.834907957,128.54536309,2021-09-15
B000004550,고양관산초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 고양시 덕양구 관산동 995,경기도 고양시 덕양구 통일로726번길 130,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.692123249,126.8665469,2021-09-15
B000007401,물야초등학교,초등학교,1922-06-01,공립,본교,운영,경상북도 봉화군 물야면 오록리 545-3,경상북도 봉화군 물야면 오록길 25,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2021-07-05,36.97971505,128.73721466,2021-09-15
B000001927,이화여자대학교사범대학부속초등학교,초등학교,1955-04-08,사립,본교,운영,서울특별시 서대문구 대신동 20,서울특별시 서대문구 성산로 512-39,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2021-07-05,37.561150224,126.9427504,2021-09-15
B000004567,남양주동곡초등학교,초등학교,1997-10-22,공립,본교,운영,경기도 남양주시 금곡동 624,경기도 남양주시 홍유릉로248번길 56,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.628887597,127.20392003,2021-09-15
B000004478,하늘초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 고양시 일산동구 중산동 1799,경기도 고양시 일산동구 하늘마을1로 46,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.677359016,126.78985835,2021-09-15
B000004531,신능초등학교,초등학교,1996-04-07,공립,본교,운영,경기도 고양시 덕양구 행신동 1005,경기도 고양시 덕양구 충장로123번길 37,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.624144061,126.83126711,2021-09-15
B000004692,문산초등학교,초등학교,1914-04-01,공립,본교,운영,경기도 파주시 문산읍 문산리 86,경기도 파주시 문산읍 문향로67번길 58,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2021-07-05,37.86078522,126.7831685,2021-09-15
B000002669,주양초등학교,초등학교,2006-03-01,공립,본교,운영,부산광역시 사상구 주례동 10-1,부산광역시 사상구 백양대로 372-6,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2021-07-05,35.153682454,129.01214568,2021-09-15
B000003569,개운초등학교,초등학교,1999-05-20,공립,본교,운영,울산광역시 남구 선암동 586-8,울산광역시 남구 두왕로 106,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.512600196,129.30953286,2021-09-15
B000026185,항동중학교,중학교,2020-03-01,공립,본교,운영,서울특별시 구로구 항동 22-5,서울특별시 구로구 연동로 239-2,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.482854558,126.82019001,2021-09-15
B000004626,구지초등학교,초등학교,1996-09-01,공립,본교,운영,경기도 구리시 인창동 666-3,경기도 구리시 건원대로76번길 40,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.607262906,127.14225693,2021-09-15
B000011665,전남미용고등학교,고등학교,1967-02-02,공립,본교,운영,전라남도 나주시 영산동 82,전라남도 나주시 영산포로 182-9,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2021-07-05,34.998577297,126.71202482,2021-09-15
B000007603,유영초등학교,초등학교,1948-09-02,공립,본교,운영,경상남도 통영시 북신동 106-2,경상남도 통영시 중앙로 225,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2021-07-05,34.851396727,128.42622416,2021-09-15
B000013272,순심여자고등학교,고등학교,1974-11-07,사립,본교,운영,경상북도 칠곡군 왜관읍 왜관리 776-9,경상북도 칠곡군 왜관읍 남부1길 22,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2021-07-05,35.986477182,128.39582533,2021-09-15
B000004559,금교초등학교,초등학교,2001-09-01,공립,본교,운영,경기도 남양주시 다산동 4002-17,경기도 남양주시 미금로 194,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.614275879,127.16161154,2021-09-15
B000009708,영북중학교,중학교,1961-06-05,공립,본교,운영,경기도 포천시 영북면 운천리 385-1,경기도 포천시 영북면 영북로 214,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2021-07-05,38.093640064,127.27765725,2021-09-15
B000009589,서정중학교,중학교,2009-03-01,공립,본교,운영,경기도 고양시 덕양구 행신동 1070,경기도 고양시 덕양구 서정마을로 22,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.61849724,126.8497837,2021-09-15
B000009588,덕양중학교,중학교,1968-10-15,공립,본교,운영,경기도 고양시 덕양구 화전동 274-3,경기도 고양시 덕양구 중앙로176번길 18-29,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.604654159,126.87171545,2021-09-15
B000012882,황간고등학교,고등학교,1974-03-05,공립,본교,운영,충청북도 영동군 황간면 남성리 409,충청북도 영동군 황간면 남성동3길 4-22,8000000,충청북도교육청,8071000,충청북도영동교육지원청,2013-11-29,2021-07-05,36.234946493,127.91053105,2021-09-15
B000004785,신북초등학교,초등학교,1934-11-26,공립,본교,운영,경기도 포천시 신북면 신평리 375,경기도 포천시 신북면 청신로 2079-19,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2021-07-05,37.93839548,127.21940843,2021-09-15
B000004560,구룡초등학교,초등학교,2009-05-01,공립,본교,운영,경기도 남양주시 호평동 722,경기도 남양주시 늘을3로 120,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.657920429,127.25248735,2021-09-15
B000012704,구리고등학교,고등학교,1986-12-01,공립,본교,운영,경기도 구리시 수택동 785,경기도 구리시 장자대로 89,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.588570933,127.14009388,2021-09-15
B000004748,송추초등학교,초등학교,1928-07-20,공립,본교,운영,경기도 양주시 장흥면 교현리 119,경기도 양주시 장흥면 호국로 499,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2021-07-05,37.716203851,126.97044217,2021-09-15
B000004751,효촌초등학교,초등학교,1958-04-01,공립,본교,운영,경기도 양주시 광적면 덕도리 755,경기도 양주시 광적면 화합로 248번길18,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2021-07-05,37.85795413,126.96327545,2021-09-15
B000006867,암태초등학교,초등학교,1923-04-18,공립,본교,운영,전라남도 신안군 암태면 단고리 266,전라남도 신안군 암태면 장단고길 56,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2013-11-29,2021-07-05,34.82929935,126.1076357,2021-09-15
B000013117,예당고등학교,고등학교,1965-12-31,사립,본교,운영,전라남도 보성군 득량면 예당리 458-49,전라남도 보성군 득량면 예당길 155-12,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2013-11-29,2021-07-05,34.780581126,127.19938076,2021-09-15
B000003566,삼신초등학교,초등학교,1990-05-06,공립,본교,운영,울산광역시 남구 삼산동 1510-1,울산광역시 남구 돋질로 251,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.543642977,129.33229225,2021-09-15
B000007427,기성초등학교사동분교장,초등학교,1944-04-01,공립,분교,운영,경상북도 울진군 기성면 사동리 688,경상북도 울진군 기성면 해월헌길 19,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2021-07-05,36.829767148,129.43747772,2021-09-15
B000010697,포항제철중학교,중학교,1979-06-14,사립,본교,운영,경상북도 포항시 남구 지곡동 52,경상북도 포항시 남구 지곡로 150,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2021-07-05,36.02230834,129.32702642,2021-09-15
B000009923,충주여자중학교,중학교,1942-04-26,공립,본교,운영,충청북도 충주시 교현동 369-1,충청북도 충주시 예성로 221,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2021-07-05,36.976896305,127.93396388,2021-09-15
B000013223,한국국제조리고등학교,고등학교,1981-12-31,사립,본교,운영,경상북도 영주시 휴천동 산112,경상북도 영주시 영봉로 28,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2013-11-29,2021-07-05,36.816609391,128.64221243,2021-09-15
B000009136,천천중학교,중학교,2002-01-10,공립,본교,운영,경기도 수원시 장안구 천천동 510,경기도 수원시 장안구 정자로42번길 16,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2021-07-05,37.300249406,126.981025,2021-09-15
B000006058,옥산초등학교,초등학교,1928-04-01,공립,본교,운영,전라북도 군산시 옥산면 옥산리 6,전라북도 군산시 옥산면 여로2길 40,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2021-07-05,35.940732429,126.74943488,2021-09-15
B000004761,이곡초등학교,초등학교,1935-04-01,공립,본교,운영,경기도 포천시 소흘읍 이곡리 197,경기도 포천시 소흘읍 이곡길 5,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2021-07-05,37.778000988,127.14840278,2021-09-15
B000004777,이동초등학교,초등학교,1933-06-10,공립,본교,운영,경기도 포천시 이동면 장암리 253-1,경기도 포천시 이동면 화동로 2034,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2021-07-05,38.029978632,127.36818956,2021-09-15
B000009702,포천여자중학교,중학교,1971-01-09,공립,본교,운영,경기도 포천시 신북면 가채리 821,경기도 포천시 신북면 중앙로197번길 65,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2021-07-05,37.90550575,127.19999267,2021-09-15
B000012668,안곡고등학교,고등학교,2008-03-01,공립,본교,운영,경기도 고양시 일산동구 중산동 1718,경기도 고양시 일산동구 하늘마을로 75,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.68200197,126.78720835,2021-09-15
B000009564,안곡중학교,중학교,2008-03-01,공립,본교,운영,경기도 고양시 일산동구 중산동 1709,경기도 고양시 일산동구 하늘마을로 93,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2021-07-05,37.68100718,126.78688407,2021-09-15
B000012694,금곡고등학교,고등학교,1959-03-22,공립,본교,운영,경기도 남양주시 금곡동 152-18,경기도 남양주시 경춘로992번길 10,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.633091589,127.21294867,2021-09-15
